"Date","Time","TimeZone","Name","Type","Status","Currency","Amount","Fees","Total","Exchange Rate","Receipt ID","Balance","Transaction ID","Item Title"
"29/07/2023","18:54:03","PDT","Apple Services","PreApproved Payment Bill User Payment","Completed","EUR","-18,95","0,00","-18,95",,"","-18,95","07V29983VF419674N",""
"29/07/2023","18:54:03","PDT","","General Card Deposit","Completed","EUR","18,95","0,00","18,95",,"","0,00","27Y19774MN336310C",""
"14/08/2023","13:03:58","PDT","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-31,76","0,00","-31,76",,"","-31,76","92M20670NY4529357",""
"14/08/2023","13:03:58","PDT","","General Card Deposit","Completed","EUR","31,76","0,00","31,76",,"","0,00","0LD1013890485513K",""
"17/08/2023","05:25:46","PDT","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-42,84","0,00","-42,84",,"","-42,84","9NK08119M0231790U",""
"17/08/2023","05:25:46","PDT","","General Card Deposit","Completed","EUR","42,84","0,00","42,84",,"","0,00","1H9401189A587312T",""
"17/08/2023","13:40:57","PDT","Google","PreApproved Payment Bill User Payment","Completed","EUR","-8,49","0,00","-8,49",,"","-8,49","18X72892F9796521V",""
"17/08/2023","13:40:57","PDT","","General Card Deposit","Completed","EUR","8,49","0,00","8,49",,"","0,00","54421623K65258118",""
"20/08/2023","06:03:45","PDT","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-45,94","0,00","-45,94",,"","-45,94","7N633849H4593225P",""
"20/08/2023","06:03:45","PDT","","General Card Deposit","Completed","EUR","45,94","0,00","45,94",,"","0,00","9TN710117S507624H",""
"24/08/2023","04:59:11","PDT","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-32,92","0,00","-32,92",,"","-32,92","5X031276A4173130V",""
"24/08/2023","04:59:11","PDT","","General Card Deposit","Completed","EUR","32,92","0,00","32,92",,"","0,00","8G8913551H179103U",""
"25/08/2023","13:41:52","PDT","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-16,27","0,00","-16,27",,"","-16,27","4E124297DY9501214",""
"25/08/2023","13:41:52","PDT","","General Card Deposit","Completed","EUR","16,27","0,00","16,27",,"","0,00","9A732160N8168182H",""
"25/08/2023","16:20:02","PDT","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-14,24","0,00","-14,24",,"","-14,24","94E16913BC468871M",""
"25/08/2023","16:20:02","PDT","","General Card Deposit","Completed","EUR","14,24","0,00","14,24",,"","0,00","29Y48632X5206290B",""
"26/08/2023","16:32:22","PDT","Apple Services","PreApproved Payment Bill User Payment","Completed","EUR","-1,99","0,00","-1,99",,"","-1,99","3VE00332PP840384P",""
"26/08/2023","16:32:22","PDT","","General Card Deposit","Completed","EUR","1,99","0,00","1,99",,"","0,00","4LW580145D148112W",""
"26/08/2023","16:34:06","PDT","Apple Services","PreApproved Payment Bill User Payment","Completed","EUR","-5,49","0,00","-5,49",,"","-5,49","8FX46966ER516281R",""
"26/08/2023","16:34:06","PDT","","General Card Deposit","Completed","EUR","5,49","0,00","5,49",,"","0,00","86R71107GP474181D",""
"27/08/2023","06:11:23","PDT","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-28,56","0,00","-28,56",,"","-28,56","4GK78345Y5043445A",""
"27/08/2023","06:11:23","PDT","","General Card Deposit","Completed","EUR","28,56","0,00","28,56",,"","0,00","2FX834024E0223706",""
"28/08/2023","06:04:15","PDT","Google Payment Ireland Limited","PreApproved Payment Bill User Payment","Completed","EUR","-2,99","0,00","-2,99",,"","-2,99","798613306E711993G",""
"28/08/2023","06:04:15","PDT","","General Card Deposit","Completed","EUR","2,99","0,00","2,99",,"","0,00","49X993814M9872744",""
"29/08/2023","18:53:40","PDT","Apple Services","PreApproved Payment Bill User Payment","Completed","EUR","-18,95","0,00","-18,95",,"","-18,95","3604195084677071D",""
"29/08/2023","18:53:40","PDT","","General Card Deposit","Completed","EUR","18,95","0,00","18,95",,"","0,00","66T397405V468280A",""
"31/08/2023","05:07:39","PDT","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-32,92","0,00","-32,92",,"","-32,92","6GL22025E6896115T",""
"31/08/2023","05:07:39","PDT","","General Card Deposit","Completed","EUR","32,92","0,00","32,92",,"","0,00","5JR32282707732813",""
"07/09/2023","05:22:45","PDT","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-33,17","0,00","-33,17",,"","-33,17","0G34152980178814E",""
"07/09/2023","05:22:45","PDT","","General Card Deposit","Completed","EUR","33,17","0,00","33,17",,"","0,00","13E615303M714445B",""
"08/09/2023","06:03:02","PDT","NOS Lusomundo Cinemas, S.A.","Express Checkout Payment","Completed","EUR","-15,00","0,00","-15,00",,"","-15,00","300105047F338112F",""
"08/09/2023","06:03:02","PDT","","General Card Deposit","Completed","EUR","15,00","0,00","15,00",,"","0,00","88S26996W75414217",""
"10/09/2023","04:51:35","PDT","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-34,97","0,00","-34,97",,"","-34,97","5DE680443A662662W",""
"10/09/2023","04:51:35","PDT","","General Card Deposit","Completed","EUR","34,97","0,00","34,97",,"","0,00","2D956484HB876814U",""
"12/09/2023","05:31:18","PDT","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-18,06","0,00","-18,06",,"","-18,06","9HV81227R2325123Y",""
"12/09/2023","05:31:18","PDT","","General Card Deposit","Completed","EUR","18,06","0,00","18,06",,"","0,00","8CU0668079609112H",""
"13/09/2023","13:10:10","PDT","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-50,98","0,00","-50,98",,"","-50,98","4VY607721E119391R",""
"13/09/2023","13:10:10","PDT","","General Card Deposit","Completed","EUR","50,98","0,00","50,98",,"","0,00","43E63254DT8941802",""
"14/09/2023","05:06:36","PDT","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-22,28","0,00","-22,28",,"","-22,28","7MS88189845503706",""
"14/09/2023","05:06:36","PDT","","General Card Deposit","Completed","EUR","22,28","0,00","22,28",,"","0,00","0YS193311V1028835",""
"17/09/2023","05:01:51","PDT","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-19,05","0,00","-19,05",,"","-19,05","7KJ70695XD1011033",""
"17/09/2023","05:01:51","PDT","","General Card Deposit","Completed","EUR","19,05","0,00","19,05",,"","0,00","9T767301484108941",""
"17/09/2023","05:34:51","PDT","Apple Services","PreApproved Payment Bill User Payment","Completed","EUR","-5,99","0,00","-5,99",,"","-5,99","2A214538KH7646832",""
"17/09/2023","05:34:51","PDT","","General Card Deposit","Completed","EUR","5,99","0,00","5,99",,"","0,00","70R178825A938872U",""
"17/09/2023","13:40:58","PDT","Google","PreApproved Payment Bill User Payment","Completed","EUR","-8,49","0,00","-8,49",,"","-8,49","9C4549718A650105S",""
"17/09/2023","13:40:58","PDT","","General Card Deposit","Completed","EUR","8,49","0,00","8,49",,"","0,00","50N81127VW322761X",""
"21/09/2023","05:37:49","PDT","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-39,70","0,00","-39,70",,"","-39,70","2C081648YM816133T",""
"21/09/2023","05:37:49","PDT","","General Card Deposit","Completed","EUR","39,70","0,00","39,70",,"","0,00","8YR75810MY4429432",""
"23/09/2023","13:43:15","PDT","Sony Interactive Entertainment Network Europe Limited","PreApproved Payment Bill User Payment","Completed","EUR","-39,99","0,00","-39,99",,"","-39,99","32M06226CV423825S",""
"23/09/2023","13:43:15","PDT","","General Card Deposit","Completed","EUR","39,99","0,00","39,99",,"","0,00","62D059293F0065816",""
"26/09/2023","16:32:34","PDT","Apple Services","PreApproved Payment Bill User Payment","Completed","EUR","-1,99","0,00","-1,99",,"","-1,99","4AW58099XT749661L",""
"26/09/2023","16:32:34","PDT","","General Card Deposit","Completed","EUR","1,99","0,00","1,99",,"","0,00","1WR834354D151091U",""
"26/09/2023","16:34:14","PDT","Apple Services","PreApproved Payment Bill User Payment","Completed","EUR","-5,49","0,00","-5,49",,"","-5,49","9ES15838G0943232P",""
"26/09/2023","16:34:14","PDT","","General Card Deposit","Completed","EUR","5,49","0,00","5,49",,"","0,00","6GT06918P1749904T",""
"28/09/2023","05:26:15","PDT","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-29,80","0,00","-29,80",,"","-29,80","0L517024ET3117256",""
"28/09/2023","05:26:15","PDT","","General Card Deposit","Completed","EUR","29,80","0,00","29,80",,"","0,00","18J3315716898205P",""
"28/09/2023","06:03:43","PDT","Google Payment Ireland Ltd.","PreApproved Payment Bill User Payment","Completed","EUR","-2,99","0,00","-2,99",,"","-2,99","2RB15725H2082854L",""
"28/09/2023","06:03:43","PDT","","General Card Deposit","Completed","EUR","2,99","0,00","2,99",,"","0,00","47T19157LP683050A",""
"29/09/2023","10:08:30","PDT","Transactial Limited","PreApproved Payment Bill User Payment","Completed","EUR","-13,74","0,00","-13,74",,"","-13,74","3C602087CN085631J",""
"29/09/2023","10:08:30","PDT","","General Card Deposit","Completed","EUR","13,74","0,00","13,74",,"","0,00","1CB25264VW511614Y",""
"29/09/2023","13:28:24","PDT","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-29,09","0,00","-29,09",,"","-29,09","1WG9687455118944B",""
"29/09/2023","13:28:24","PDT","","General Card Deposit","Completed","EUR","29,09","0,00","29,09",,"","0,00","36W7173514030780D",""
"29/09/2023","14:44:00","PDT","Sony Interactive Entertainment Network Europe Limited","PreApproved Payment Bill User Payment","Completed","EUR","-39,99","0,00","-39,99",,"","-39,99","25S16973AP463823F",""
"29/09/2023","14:44:00","PDT","","General Card Deposit","Completed","EUR","39,99","0,00","39,99",,"","0,00","7UC96752UF791760N",""
"29/09/2023","18:54:15","PDT","Apple Services","PreApproved Payment Bill User Payment","Completed","EUR","-18,95","0,00","-18,95",,"","-18,95","7BY356542T350983R",""
"29/09/2023","18:54:15","PDT","","General Card Deposit","Completed","EUR","18,95","0,00","18,95",,"","0,00","1YH19399U7123335D",""
"01/10/2023","01:00:06","PDT","Transactial Limited","Payment Refund","Completed","EUR","13,74","0,00","13,74",,"","13,74","5NN5666799037784U",""
"01/10/2023","01:00:06","PDT","","General Card Withdrawal","Completed","EUR","-13,74","0,00","-13,74",,"","0,00","798195758V471264E",""
"01/10/2023","06:21:10","PDT","Sony Interactive Entertainment Network Europe Limited","PreApproved Payment Bill User Payment","Completed","EUR","-8,99","0,00","-8,99",,"","-8,99","9DF53658FX4250336",""
"01/10/2023","06:21:10","PDT","","General Card Deposit","Completed","EUR","8,99","0,00","8,99",,"","0,00","5NY20201F07288109",""
"06/10/2023","05:15:56","PDT","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-29,80","0,00","-29,80",,"","-29,80","92F78235EM780884Y",""
"06/10/2023","05:15:56","PDT","","General Card Deposit","Completed","EUR","29,80","0,00","29,80",,"","0,00","1EW062538P276552N",""
"12/10/2023","05:20:31","PDT","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-34,30","0,00","-34,30",,"","-34,30","4W4056755C2583123",""
"12/10/2023","05:20:31","PDT","","General Card Deposit","Completed","EUR","34,30","0,00","34,30",,"","0,00","5C582572Y3278722A",""
"16/10/2023","21:36:06","PDT","Apple Services","PreApproved Payment Bill User Payment","Completed","EUR","-5,99","0,00","-5,99",,"","-5,99","3GK86841GD3108822",""
"16/10/2023","21:36:06","PDT","","General Card Deposit","Completed","EUR","5,99","0,00","5,99",,"","0,00","8W3470022K733314A",""
"17/10/2023","13:40:58","PDT","Google","PreApproved Payment Bill User Payment","Completed","EUR","-8,49","0,00","-8,49",,"","-8,49","9G6324692Y8456417",""
"17/10/2023","13:40:58","PDT","","General Card Deposit","Completed","EUR","8,49","0,00","8,49",,"","0,00","63D27289KV471740K",""
"20/10/2023","05:10:08","PDT","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-4,99","0,00","-4,99",,"","-4,99","46V84210J86850107",""
"20/10/2023","05:10:08","PDT","","General Card Deposit","Completed","EUR","4,99","0,00","4,99",,"","0,00","5RC619199M267525D",""
"20/10/2023","05:24:46","PDT","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-29,80","0,00","-29,80",,"","-29,80","99P45768UP1915102",""
"20/10/2023","05:24:46","PDT","","General Card Deposit","Completed","EUR","29,80","0,00","29,80",,"","0,00","4M139195SL586021L",""
"23/10/2023","04:56:07","PDT","Apple Services","PreApproved Payment Bill User Payment","Completed","EUR","-9,99","0,00","-9,99",,"","-9,99","5GJ95611RH659401D",""
"23/10/2023","04:56:07","PDT","","General Card Deposit","Completed","EUR","9,99","0,00","9,99",,"","0,00","3SL56281K4341203K",""
"24/10/2023","05:23:12","PDT","Google Payment Ireland Ltd.","PreApproved Payment Bill User Payment","Completed","EUR","-2,99","0,00","-2,99",,"","-2,99","6D433073US151762B",""
"24/10/2023","05:23:12","PDT","","General Card Deposit","Completed","EUR","2,99","0,00","2,99",,"","0,00","5NC71494LF5009604",""
"26/10/2023","05:13:20","PDT","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-29,80","0,00","-29,80",,"","-29,80","845495638P8257726",""
"26/10/2023","05:13:20","PDT","","General Card Deposit","Completed","EUR","29,80","0,00","29,80",,"","0,00","1BC56347P2532035U",""
"26/10/2023","16:32:43","PDT","Apple Services","PreApproved Payment Bill User Payment","Completed","EUR","-1,99","0,00","-1,99",,"","-1,99","8M367855JK6347138",""
"26/10/2023","16:32:43","PDT","","General Card Deposit","Completed","EUR","1,99","0,00","1,99",,"","0,00","7FB45402N55951359",""
"26/10/2023","16:35:03","PDT","Apple Services","PreApproved Payment Bill User Payment","Completed","EUR","-5,49","0,00","-5,49",,"","-5,49","7J7048984M616942R",""
"26/10/2023","16:35:03","PDT","","General Card Deposit","Completed","EUR","5,49","0,00","5,49",,"","0,00","7CR60778DL526235Y",""
"27/10/2023","06:29:33","PDT","Airbnb Payments Luxembourg S.A.","PreApproved Payment Bill User Payment","Completed","EUR","-158,40","0,00","-158,40",,"","-158,40","9GY5487329494771G",""
"27/10/2023","06:29:33","PDT","","General Card Deposit","Completed","EUR","158,40","0,00","158,40",,"","0,00","69S13033VK364661S",""
"28/10/2023","06:03:42","PDT","Google Payment Ireland Ltd.","PreApproved Payment Bill User Payment","Completed","EUR","-2,99","0,00","-2,99",,"","-2,99","8DC6415056573535H",""
"28/10/2023","06:03:42","PDT","","General Card Deposit","Completed","EUR","2,99","0,00","2,99",,"","0,00","8AD351530N516513C",""
"29/10/2023","18:53:56","PDT","Apple Services","PreApproved Payment Bill User Payment","Completed","EUR","-18,95","0,00","-18,95",,"","-18,95","34R29181PC975664S",""
"29/10/2023","18:53:56","PDT","","General Card Deposit","Completed","EUR","18,95","0,00","18,95",,"","0,00","8EK810876D3473707",""
"30/10/2023","07:09:35","PDT","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-8,16","0,00","-8,16",,"","-8,16","23W05205AA544143R",""
"30/10/2023","07:09:35","PDT","","General Card Deposit","Completed","EUR","8,16","0,00","8,16",,"","0,00","8BM076096T038863P",""
"30/10/2023","09:13:24","PDT","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-8,62","0,00","-8,62",,"","-8,62","0196566860549562Y",""
"30/10/2023","09:13:24","PDT","","General Card Deposit","Completed","EUR","8,62","0,00","8,62",,"","0,00","5SN57187SE798363B",""
"30/10/2023","09:14:01","PDT","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-1,00","0,00","-1,00",,"","-1,00","6CA94057PY402524G",""
"30/10/2023","09:14:01","PDT","","General Card Deposit","Completed","EUR","1,00","0,00","1,00",,"","0,00","1XB5145918748491W",""
"01/11/2023","02:40:31","PDT","Paddle.net","PreApproved Payment Bill User Payment","Completed","EUR","-39,95","0,00","-39,95",,"","-39,95","1FB24720KP844943J",""
"01/11/2023","02:40:31","PDT","","General Card Deposit","Completed","EUR","39,95","0,00","39,95",,"","0,00","083399781K3085356",""
"01/11/2023","06:25:35","PDT","Sony Interactive Entertainment Network Europe Limited","PreApproved Payment Bill User Payment","Completed","EUR","-8,99","0,00","-8,99",,"","-8,99","5SJ26181C5306772L",""
"01/11/2023","06:25:35","PDT","","General Card Deposit","Completed","EUR","8,99","0,00","8,99",,"","0,00","6SS78921VJ918460Y",""
"02/11/2023","06:21:16","PDT","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-29,80","0,00","-29,80",,"","-29,80","7A671448XG900110C",""
"02/11/2023","06:21:16","PDT","","General Card Deposit","Completed","EUR","29,80","0,00","29,80",,"","0,00","6GG57135NG747354J",""
"03/11/2023","04:58:57","PDT","Secretlab NL B.V.","Express Checkout Payment","Completed","EUR","-27,90","0,00","-27,90",,"","-27,90","3DP71285N33425934",""
"03/11/2023","04:58:57","PDT","","General Card Deposit","Completed","EUR","27,90","0,00","27,90",,"","0,00","60E064355D322844A",""
"05/11/2023","12:47:24","PST","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-60,49","0,00","-60,49",,"","-60,49","2S220343RT9961347",""
"05/11/2023","12:47:24","PST","","General Card Deposit","Completed","EUR","60,49","0,00","60,49",,"","0,00","49D52889X56212336",""
"09/11/2023","05:10:52","PST","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-29,80","0,00","-29,80",,"","-29,80","04W96604DX6496400",""
"09/11/2023","05:10:52","PST","","General Card Deposit","Completed","EUR","29,80","0,00","29,80",,"","0,00","1AS730327M604405H",""
"14/11/2023","02:59:07","PST","Paddle.net","Express Checkout Payment","Completed","USD","-22,13","0,00","-22,13",,"","-22,13","5FP081069C755001K",""
"14/11/2023","02:59:07","PST","","General Card Deposit","Completed","USD","22,13","0,00","22,13",,"","0,00","27621833HX885545V",""
"16/11/2023","05:31:29","PST","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-29,80","0,00","-29,80",,"","-29,80","4CR88627RP1471740",""
"16/11/2023","05:31:29","PST","","General Card Deposit","Completed","EUR","29,80","0,00","29,80",,"","0,00","5KY301420T200494M",""
"16/11/2023","12:03:02","PST","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-58,65","0,00","-58,65",,"","-58,65","6BN538063R727323V",""
"16/11/2023","12:03:02","PST","","General Card Deposit","Completed","EUR","58,65","0,00","58,65",,"","0,00","7X8107396N420340V",""
"16/11/2023","21:36:41","PST","Apple Services","PreApproved Payment Bill User Payment","Completed","EUR","-5,99","0,00","-5,99",,"","-5,99","43V36257DK199013X",""
"16/11/2023","21:36:41","PST","","General Card Deposit","Completed","EUR","5,99","0,00","5,99",,"","0,00","1A265712SG9468434",""
"17/11/2023","13:40:58","PST","Google","PreApproved Payment Bill User Payment","Completed","EUR","-8,49","0,00","-8,49",,"","-8,49","92Y04424KW666330F",""
"17/11/2023","13:40:58","PST","","General Card Deposit","Completed","EUR","8,49","0,00","8,49",,"","0,00","8FV29114V1684900K",""
"19/11/2023","05:33:36","PST","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-31,92","0,00","-31,92",,"","-31,92","22G08146WR6016834",""
"19/11/2023","05:33:36","PST","","General Card Deposit","Completed","EUR","31,92","0,00","31,92",,"","0,00","44E42752MC4516715",""
"20/11/2023","04:10:07","PST","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-4,99","0,00","-4,99",,"","-4,99","7RD24995R2446754T",""
"20/11/2023","04:10:07","PST","","General Card Deposit","Completed","EUR","4,99","0,00","4,99",,"","0,00","20M13917K7057774B",""
"24/11/2023","05:14:43","PST","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-29,80","0,00","-29,80",,"","-29,80","72S89822D47296016",""
"24/11/2023","05:14:43","PST","","General Card Deposit","Completed","EUR","29,80","0,00","29,80",,"","0,00","79789057GK6704533",""
"25/11/2023","13:06:52","PST","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-42,30","0,00","-42,30",,"","-42,30","5CG150938N592562Y",""
"25/11/2023","13:06:52","PST","","General Card Deposit","Completed","EUR","42,30","0,00","42,30",,"","0,00","07J1994474333941S",""
"26/11/2023","16:33:37","PST","Apple Services","PreApproved Payment Bill User Payment","Completed","EUR","-5,49","0,00","-5,49",,"","-5,49","0HD53051DR1596143",""
"26/11/2023","16:33:37","PST","","General Card Deposit","Completed","EUR","5,49","0,00","5,49",,"","0,00","4BC93110GN304601V",""
"26/11/2023","16:38:12","PST","Apple Services","PreApproved Payment Bill User Payment","Completed","EUR","-1,99","0,00","-1,99",,"","-1,99","0YD85915LR738343E",""
"26/11/2023","16:38:12","PST","","General Card Deposit","Completed","EUR","1,99","0,00","1,99",,"","0,00","6PH51407DF972873S",""
"27/11/2023","01:44:44","PST","LION OF PORCHES","Express Checkout Payment","Completed","EUR","-20,00","0,00","-20,00",,"","-20,00","9WV191510Y192060E",""
"27/11/2023","01:44:44","PST","","General Card Deposit","Completed","EUR","20,00","0,00","20,00",,"","0,00","56X35349FV0973242",""
"28/11/2023","05:06:16","PST","Google Payment Ireland Limited","PreApproved Payment Bill User Payment","Completed","EUR","-2,99","0,00","-2,99",,"","-2,99","5YX16534YC027873D",""
"28/11/2023","05:06:16","PST","","General Card Deposit","Completed","EUR","2,99","0,00","2,99",,"","0,00","0A068281YW981300J",""
"29/11/2023","18:53:41","PST","Apple Services","PreApproved Payment Bill User Payment","Completed","EUR","-18,95","0,00","-18,95",,"","-18,95","45111239Y7233352K",""
"29/11/2023","18:53:41","PST","","General Card Deposit","Completed","EUR","18,95","0,00","18,95",,"","0,00","05D353816V4266207",""
"01/12/2023","05:49:27","PST","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-49,74","0,00","-49,74",,"","-49,74","8DB4413202948864E",""
"01/12/2023","05:49:27","PST","","General Card Deposit","Completed","EUR","49,74","0,00","49,74",,"","0,00","2AC78302NN356903L",""
"02/12/2023","08:21:58","PST","Sony Interactive Entertainment Network Europe Limited","PreApproved Payment Bill User Payment","Completed","EUR","-10,00","0,00","-10,00",,"","-10,00","6XM54261RC450610U",""
"02/12/2023","08:21:58","PST","","General Card Deposit","Completed","EUR","10,00","0,00","10,00",,"","0,00","3AU937501H293074V",""
"04/12/2023","14:21:50","PST","Blueticket serviços de bilhetica, S.A.","Express Checkout Payment","Completed","EUR","-28,99","0,00","-28,99",,"","-28,99","2GB40688VG175410L",""
"04/12/2023","14:21:50","PST","","General Card Deposit","Completed","EUR","28,99","0,00","28,99",,"","0,00","8CT47285GP207121S",""
"07/12/2023","01:27:10","PST","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-9,91","0,00","-9,91",,"","-9,91","12653972TA9749318",""
"07/12/2023","01:27:10","PST","","General Card Deposit","Completed","EUR","9,91","0,00","9,91",,"","0,00","9KG49211KA681111C",""
"07/12/2023","05:12:13","PST","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-29,33","0,00","-29,33",,"","-29,33","089843609F520705V",""
"07/12/2023","05:12:13","PST","","General Card Deposit","Completed","EUR","29,33","0,00","29,33",,"","0,00","89C14622S63768841",""
"08/12/2023","00:24:52","PST","TRUST IN NEWS, UNIPESSOAL, LDA","Express Checkout Payment","Completed","EUR","-39,90","0,00","-39,90",,"","-39,90","1L7519848E919523G",""
"08/12/2023","00:24:52","PST","","General Card Deposit","Completed","EUR","39,90","0,00","39,90",,"","0,00","23069701UF140241C",""
"08/12/2023","06:03:00","PST","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-29,80","0,00","-29,80",,"","-29,80","8D548822RF8418324",""
"08/12/2023","06:03:00","PST","","General Card Deposit","Completed","EUR","29,80","0,00","29,80",,"","0,00","51G0541449894824S",""
"09/12/2023","06:56:01","PST","Sony Interactive Entertainment Network Europe Limited","PreApproved Payment Bill User Payment","Completed","EUR","-14,99","0,00","-14,99",,"","-14,99","52344709HP984321C",""
"09/12/2023","06:56:01","PST","","General Card Deposit","Completed","EUR","14,99","0,00","14,99",,"","0,00","5N7067008W4827354",""
"10/12/2023","05:03:49","PST","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-43,50","0,00","-43,50",,"","-43,50","26812842HA251004Y",""
"10/12/2023","05:03:49","PST","","General Card Deposit","Completed","EUR","43,50","0,00","43,50",,"","0,00","3UD09099HP9850012",""
"10/12/2023","15:19:15","PST","Apple Services","PreApproved Payment Bill User Payment","Completed","EUR","-3,99","0,00","-3,99",,"","-3,99","35X62344WP749435Y",""
"10/12/2023","15:19:15","PST","","General Card Deposit","Completed","EUR","3,99","0,00","3,99",,"","0,00","1G962949TW429280J",""
"14/12/2023","05:22:17","PST","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-33,20","0,00","-33,20",,"","-33,20","4JM56802LW3908037",""
"14/12/2023","05:22:17","PST","","General Card Deposit","Completed","EUR","33,20","0,00","33,20",,"","0,00","9L613423NL7594234",""
"16/12/2023","07:44:33","PST","Apple Services","PreApproved Payment Bill User Payment","Completed","EUR","-30,99","0,00","-30,99",,"","-30,99","3R536024NX395900T",""
"16/12/2023","07:44:33","PST","","General Card Deposit","Completed","EUR","30,99","0,00","30,99",,"","0,00","9NU82026TM163235R",""
"16/12/2023","21:34:51","PST","Apple Services","PreApproved Payment Bill User Payment","Completed","EUR","-5,99","0,00","-5,99",,"","-5,99","0YP23332FD9517709",""
"16/12/2023","21:34:51","PST","","General Card Deposit","Completed","EUR","5,99","0,00","5,99",,"","0,00","3R4002272A756802Y",""
"17/12/2023","13:40:57","PST","Google","PreApproved Payment Bill User Payment","Completed","EUR","-8,49","0,00","-8,49",,"","-8,49","9Y572461YP4247012",""
"17/12/2023","13:40:57","PST","","General Card Deposit","Completed","EUR","8,49","0,00","8,49",,"","0,00","89K74882DJ8160603",""
"20/12/2023","04:10:08","PST","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-4,99","0,00","-4,99",,"","-4,99","3D946494YN799102G",""
"20/12/2023","04:10:08","PST","","General Card Deposit","Completed","EUR","4,99","0,00","4,99",,"","0,00","5ED655953F6233343",""
"20/12/2023","12:08:56","PST","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-12,91","0,00","-12,91",,"","-12,91","95M33448XC5221544",""
"20/12/2023","12:08:56","PST","","General Card Deposit","Completed","EUR","12,91","0,00","12,91",,"","0,00","8KJ87553UT797564E",""
"20/12/2023","14:47:35","PST","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-11,29","0,00","-11,29",,"","-11,29","2X353694UC987041H",""
"20/12/2023","14:47:35","PST","","General Card Deposit","Completed","EUR","11,29","0,00","11,29",,"","0,00","4WV256581C660654M",""
"21/12/2023","05:05:22","PST","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-29,24","0,00","-29,24",,"","-29,24","1ER1977383277973J",""
"21/12/2023","05:05:22","PST","","General Card Deposit","Completed","EUR","29,24","0,00","29,24",,"","0,00","8AV63813PR492463L",""
"24/12/2023","06:43:15","PST","HOTELS.COM EMEA","Express Checkout Payment","Completed","EUR","-94,10","0,00","-94,10",,"","-94,10","3NM74934NG031063D",""
"24/12/2023","06:43:15","PST","","General Card Deposit","Completed","EUR","94,10","0,00","94,10",,"","0,00","2LV51791KR440361J",""
"26/12/2023","16:33:22","PST","Apple Services","PreApproved Payment Bill User Payment","Completed","EUR","-1,99","0,00","-1,99",,"","-1,99","0G156051Y0929621R",""
"26/12/2023","16:33:22","PST","","General Card Deposit","Completed","EUR","1,99","0,00","1,99",,"","0,00","8FV784313H332944X",""
"26/12/2023","16:33:58","PST","Apple Services","PreApproved Payment Bill User Payment","Completed","EUR","-5,49","0,00","-5,49",,"","-5,49","60025945D7014292P",""
