"Date","Time","TimeZone","Name","Type","Status","Currency","Amount","Fees","Total","Exchange Rate","Receipt ID","Balance","Transaction ID","Item Title"
"26/12/2023","16:33:58","PST","","General Card Deposit","Completed","EUR","5,49","0,00","5,49",,"","0,00","02B66663U5361794L",""
"27/12/2023","02:38:33","PST","Sony Interactive Entertainment Network Europe Limited","PreApproved Payment Bill User Payment","Completed","EUR","-55,99","0,00","-55,99",,"","-55,99","51L861075X4846509",""
"27/12/2023","02:38:33","PST","","General Card Deposit","Completed","EUR","55,99","0,00","55,99",,"","0,00","3TG96383EY429015T",""
"28/12/2023","03:12:52","PST","Sony Interactive Entertainment Network Europe Limited","PreApproved Payment Bill User Payment","Completed","EUR","-8,99","0,00","-8,99",,"","-8,99","6LU4035017044901P",""
"28/12/2023","03:12:52","PST","","General Card Deposit","Completed","EUR","8,99","0,00","8,99",,"","0,00","4H395219D48219648",""
"28/12/2023","04:46:21","PST","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-29,80","0,00","-29,80",,"","-29,80","6YG807049N518930E",""
"28/12/2023","04:46:21","PST","","General Card Deposit","Completed","EUR","29,80","0,00","29,80",,"","0,00","12252323TB080391R",""
"28/12/2023","05:03:54","PST","Google Payment Ireland Limited","PreApproved Payment Bill User Payment","Completed","EUR","-2,99","0,00","-2,99",,"","-2,99","4PY49867FW109431D",""
"28/12/2023","05:03:54","PST","","General Card Deposit","Completed","EUR","2,99","0,00","2,99",,"","0,00","4HK53869VW644823K",""
"29/12/2023","09:26:53","PST","Apple Services","PreApproved Payment Bill User Payment","Completed","EUR","-4,99","0,00","-4,99",,"","-4,99","3SA63843SN313492M",""
"29/12/2023","09:26:53","PST","","General Card Deposit","Completed","EUR","4,99","0,00","4,99",,"","0,00","26V441329S7051010",""
"29/12/2023","18:53:44","PST","Apple Services","PreApproved Payment Bill User Payment","Completed","EUR","-21,95","0,00","-21,95",,"","-21,95","98F35337KE028684M",""
"29/12/2023","18:53:44","PST","","General Card Deposit","Completed","EUR","21,95","0,00","21,95",,"","0,00","0J728962FU640925X",""
